ID,flag_1_2,flag_1_3,flag_1_4,flag_2_3,flag_2_4,flag_3_4,DTI,LTI,DSTI,LSTI
606,0,0,0,0,0,0,3.030550195,1.084620163,0.075283501,0.075283501
607,0,0,0,0,0,0,1.449004954,1.291540765,0.058059139,0.058059139
608,0,0,0,0,0,0,11.43922046,10.07824876,0.452709066,0.438881914
609,0,0,0,0,0,0,9.670589483,6.540365246,0.307888041,0.26206743
610,0,0,0,0,0,0,5.666411539,4.948600536,0.338880165,0.299204265
611,0,0,0,0,0,0,9.943126293,7.297725932,0.330149227,0.269908879
612,0,0,0,0,0,0,12.20313085,9.270186689,0.388062992,0.388062992
613,0,0,0,0,0,0,8.409479008,7.567457083,0.4027636,0.4027636
614,0,0,0,0,0,0,2.224045974,1.743611313,0.369924576,0.181034978
615,0,0,0,0,0,0,1.450301237,1.300235204,0.057694812,0.055949481
616,0,0,0,0,0,0,11.01593311,9.06653021,0.583159223,0.393687864
617,0,0,0,0,0,0,6.382170976,5.347126066,0.095548623,0.054325641
618,0,0,0,0,0,0,6.240902997,5.115062043,0.237300948,0.229745375
619,0,0,0,0,0,0,2.694554516,2.293392105,0.155915501,0.116089963
620,0,0,0,0,0,0,2.723928975,2.491704137,0.158475353,0.147842513
621,0,0,0,0,0,0,5.610866979,3.751465573,0.56772179,0.202051435
622,0,0,0,0,0,0,38.3760652,30.49958412,1.611048273,1.330055856
623,0,0,0,0,0,0,5.440217753,5.214382832,0.320015017,0.320015017
624,0,0,0,0,0,0,5.722150537,3.597958985,0.545407034,0.146106823
625,0,0,0,0,0,0,38.3760652,30.49958412,1.611048273,1.330055856
626,0,0,0,0,0,0,38.3760652,30.49958412,1.611048273,1.330055856
627,0,0,0,0,0,0,3.738731864,3.141824265,0.14788584,0.143280446
628,0,0,0,0,0,0,38.3760652,30.49958412,1.611048273,1.330055856
629,0,0,0,0,0,0,10.65537776,9.09149086,0.423178499,0.386068044
630,0,0,0,0,0,0,3.798018405,3.039013102,0.263084426,0.164935252
631,0,0,0,0,0,0,2.59939501,2.327473792,0.127782083,0.117904735
632,0,0,0,0,0,0,4.570304267,4.17719248,0.228074709,0.228074709
633,0,0,0,0,0,0,38.3760652,30.49958412,1.611048273,1.330055856
634,0,0,0,0,0,0,9.461334025,3.260178375,0.54178237,0.182551021
635,0,0,0,0,0,0,6.638586568,5.986556086,0.32877914,0.32877914
636,0,0,0,0,0,0,5.06362534,4.473465513,0.327153817,0.257428527
637,0,0,0,0,0,0,38.3760652,30.49958412,1.611048273,1.330055856
638,0,0,0,0,0,0,9.785180222,7.600456953,0.32662612,0.32662612
639,0,0,0,0,0,0,2.228899808,2.046108139,0.147719709,0.143648152
